id,ua_browser,ua_mobile,client,ordertotal,totalitems,partialip,productid,productname
,Chrome,FALSE,targetcom,17.25,7,24.207.254,14899111,Spritz&amp;trade; Snack Plates Red 7&amp;quot; 10 Ct
,Safari,FALSE,targetcom,78.98,2,75.53.91,16289031,BOB Single Infant Car Seat Adapter for Britax
,Safari,FALSE,targetcom,100,1,184.89.226,15360283,Happy Birthday Balloons Gift Card
,Other,FALSE,targetcom,110.58,13,199.241.148,15833332,"Charmin&amp;#174; Ultra Soft&amp;trade; Toilet Paper 30 Double Plus Rolls, 176ct"
,Chrome,FALSE,targetcom,28.48,3,100.2.41,13682483,Aveeno - Baby Calming Comfort Lotion Lavender &amp; Vanilla - 8 oz.
,Chrome,FALSE,targetcom,153.47,2,162.95.148,17257437,Lowry Leaning Narrow Bookcase
,Chrome,FALSE,targetcom,39.99,1,162.217.120,16738741,GreenWorks 5.5A 15-Inch Corded String Trimmer
,IE,FALSE,targetcom,52.84,6,24.162.82,50354357,Monster High Clawdeen Wolf Doll
,Chrome,FALSE,targetcom,25.17,4,184.153.10,17482988,Herbal Essences Naked Clean Shampoo
,Chrome,FALSE,targetcom,25.17,4,184.153.10,14497360,Banana Boat Sports Performance Lotion SPF 30 - 1.0 oz
,Chrome,FALSE,targetcom,100,1,71.183.51,15014122,$100 iTunes Code (email delivery)
,Chrome,FALSE,targetcom,269.96,1,70.119.101,15804485,Rumford Saddle 24&amp;quot; Counter Stool - Threshold&amp;trade;
,Chrome,FALSE,targetcom,32.96,4,104.9.120,50857178,"Raw Sugar Cacao, Green Coffee Bean &amp; Sea Salt Sugar Scrub - 20 Fl Oz"
,Safari,FALSE,targetcom,17.48,1,76.95.65,26404057,Disney Frozen Fever Musical Light Up Dress
,Chrome,FALSE,targetcom,61.05,6,179.52.238,16376971,EDEN BodyWorks Coconut Shea Curl Defining Cr&amp;#232;me - 16 Fl Oz
,Chrome,FALSE,targetcom,69.99,1,24.55.242,14733929,Huffy Disney Minnie Bike 12&amp;quot; - Pink
,IE,FALSE,targetcom,226.18,8,173.77.159,14714006,Promotional Gift Card $5
,IE,FALSE,targetcom,226.18,8,173.77.159,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,64.98,2,104.188.159,14783935,Pampers Swaddlers Sensitive Diapers Super Pack (Select Size)
,Chrome,FALSE,targetcom,11.97,1,96.233.111,21510214,Seventh Generation Ultrathin Regular With Wings - 18 Count
,Safari,FALSE,targetcom,338.96,3,108.55.21,17299859,Nixon Floor Lamp Walnut - Threshold&amp;trade;
,Safari,FALSE,targetcom,148.96,3,80.219.202,11153539,Honeywell TurboForce Air Circulator - Black
,Chrome,FALSE,targetcom,273.25,20,68.189.67,11156346,U By Kotex &amp;#174; Security &amp;#174; Tampon Regular / Super / Super Plus Multi-pack - 50 Count
,Safari,FALSE,targetcom,31.01,4,72.209.30,15420439,OXO 4 Qt Food Storage Container - Clear
,Safari,FALSE,targetcom,93.38,2,151.202.5,14477101,"Silver Push Pins, 100ct - up &amp; up&amp;trade;"
,Safari,FALSE,targetcom,299.9,11,172.249.161,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,29.64,2,70.94.249,10203467,Medela 24ct Quick Clean Breastpump &amp; Accessory Wipes
,Chrome,FALSE,targetcom,128.96,2,142.105.134,14006553,Enfagrow Toddler Transitions Powder Formula Value Box - 28oz
,Safari,FALSE,targetcom,33.98,1,108.13.78,14151118,Loft By Umbra Curtain Rod - Bronze 28-48&amp;quot;
,Other,FALSE,targetcom,175,5,108.48.171,21488054,Buca di Beppo $50 (Email Delivery)
,Safari,FALSE,targetcom,163.95,5,69.118.89,14810265,Pampers Baby Dry Diapers Economy Plus Pack (Select Size)
,Chrome,FALSE,targetcom,20,2,186.77.204,21413796,Nintendo eShop $10 (email delivery)
,Safari,FALSE,targetcom,33.57,3,98.227.122,50366088,1.5&amp;quot; Mattress Topper Comfy Foam - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,22.77,1,68.3.46,14942426,Bath Towels - Nate Berkus&amp;trade;
,Safari,FALSE,targetcom,136.29,11,173.70.220,12964915,Scott 1000 Septic-Safe Toilet Paper 24 Regular Rolls
,Safari,FALSE,targetcom,26.14,3,108.46.0,14739016,Wet Ones Antibacterial Hand Wipes&amp;#160; Citrus Scent 20 ct
,Chrome,FALSE,targetcom,48.27,3,67.233.186,17214334,Newborn Bath Towel - Multicolor One Size - Circo&amp;trade;
,Chrome,FALSE,targetcom,127.77,6,74.110.139,15414462,Huggies Little Snugglers Diapers Giant Pack (Select Size)
,Chrome,FALSE,targetcom,40.99,1,73.29.218,15085199,Concrete Umbrella Base - Threshold&amp;trade;
,Chrome,FALSE,targetcom,26.97,1,72.42.178,17300138,"Good N Fun Medium Triple Flavored Pork, Beef, and Chicken Wrapped Bone 3ct"
,Chrome,FALSE,targetcom,87.28,6,71.85.197,14174648,Performance Solid Bath Towels - Threshold&amp;trade;
,Chrome,FALSE,targetcom,104.99,1,99.169.71,14243904,Windham Console Table - Threshold&amp;trade;
,Chrome,FALSE,targetcom,77.98,2,64.18.237,16698688,Lenmar 90W Laptop Power Adapter - Charcoal (LAC90)
,Safari,FALSE,targetcom,12.74,1,68.187.152,16251826,Small Milk Crate Wire Basket - Antique Pewter with Copper Colored Handles - Threshold&amp;trade;
,Chrome,FALSE,targetcom,29.99,2,68.50.254,14714006,Promotional Gift Card $5
,Other,FALSE,targetcom,110.58,13,199.241.148,11203174,Kotex Natural Balance&amp;#174; Regular Maxi Pads
,Safari,FALSE,targetcom,61.92,10,67.169.26,14356480,"Colgate 360 Optic White Toothbrush Soft, 4ct"
,Other,FALSE,targetcom,59.99,1,76.180.55,50451869,Darth Vader Humidifier
,Chrome,FALSE,targetcom,15.99,1,24.181.6,16814347,Electric Can Opener Hamilton Beach
,Chrome,FALSE,targetcom,56.93,5,69.117.117,15447387,Botanic Fiber Accent Towels - Threshold&amp;trade;
,Chrome,FALSE,targetcom,19.49,2,47.217.152,17242327,Room Essentials&amp;trade; Red Swirl Printed Terry Kitchen Towel
,Chrome,FALSE,targetcom,44.76,4,162.230.116,17089030,White Poster Board 28x22 10 ct - up &amp; up&amp;trade;
,Chrome,FALSE,targetcom,359.98,2,97.126.177,50696683,Fitbit Blaze - Assorted Colors
,Chrome,FALSE,targetcom,40.64,5,76.167.118,21499593,Brawny&amp;#174; White Paper Towels 104 Sheets - 6 Rolls
,Chrome,FALSE,targetcom,34.96,3,68.96.80,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,49.48,2,98.200.34,14898617,Disney&amp;#174; Frozen Sheet Set Anna &amp; Elsa - Twin (Reversible Pillowcase)
,Safari,FALSE,targetcom,28.87,3,75.25.145,17088329,Real Techniques Round Bottom Makeup Sponge
,Chrome,TRUE,targetcom,534.72,5,107.214.28,50588739,Safavieh Quincy Rug
,Firefox,FALSE,targetcom,2982.45,11,62.47.190,15257266,Swift Futon Slate Gray - Threshold&amp;trade;
,Other,FALSE,targetcom,97.94,3,96.240.89,50321423,AllerEase Bed Bug Mattress Protector Kit Twin XL
,Chrome,FALSE,targetcom,34.97,2,71.193.64,14522769,Umberto Thickening Spray - 9 oz.
,Chrome,FALSE,targetcom,123.95,5,47.32.80,10650761,Summer Infant Elite DuoMat 2-in-1 Seat Protector - Black
,Firefox,FALSE,targetcom,39.99,1,75.182.52,50478535,Artisan Glass Table Lamp - Threshold&amp;trade;
,Other,FALSE,targetcom,31.97,2,24.192.62,13973812,Apotheke:M Coconut Jasmine Nourishing Body Cleanser - 10.5 oz
,Chrome,FALSE,targetcom,43.96,1,50.166.102,15024205,Light Roast Caramel Macchiato Single Cups 48ct - Archer Farms&amp;trade;
,Chrome,FALSE,targetcom,21.99,1,73.147.129,11032125,Double Wall Stainless Steel Wine Cooler
,Chrome,FALSE,targetcom,54.97,3,67.236.223,49177569,Munchkin Fast&amp;trade; Bottle Warmer
,Other,FALSE,targetcom,192.96,2,45.17.246,14604269,Brookline Tufted 25&amp;quot; Counter Stool Hardwood - Threshold&amp;trade;
,Firefox,FALSE,targetcom,65.54,8,75.128.21,21464651,Spritz&amp;trade; Large Circle Confetti Gold 250ct
,Chrome,FALSE,targetcom,450,2,107.135.244,21488057,Texas Roadhouse $50 (Email Delivery)
,Chrome,FALSE,targetcom,142.38,9,73.229.147,14896458,Threshold&amp;trade; Textured Damask Hand Towel - Pink
,Safari,FALSE,targetcom,129.97,3,209.82.80,15122174,Pampers Swaddlers Diapers Giant Pack (Select Size)
,Chrome,FALSE,targetcom,12.78,2,71.93.179,50097351,SEA BOND Denture Fixative
,Chrome,FALSE,targetcom,32.07,3,66.102.147,16230586,Maples Rugs Wine Vineyard Rug - Multicolored
,Chrome,FALSE,targetcom,25.66,3,63.248.249,17419631,Every Man Jack Sandalwood Body Deodorant - 3 oz
,Firefox,FALSE,targetcom,127.94,3,63.143.224,16969215,"GE 60-Watt G25 Energy Efficient Halogen Light Bulb (3-Pack) - Soft White, White Bulb"
,IE,FALSE,targetcom,166.97,3,66.84.203,14559935,Party Tyme Karaoke - Super Hits 19 (16-song CD+G)
,Chrome,FALSE,targetcom,211.19,1,104.6.136,16620671,Safavieh Patio Rug
,Chrome,FALSE,targetcom,38.15,2,24.183.176,17341401,Similac Go &amp; Grow Sensitive Stage 3 Toddler Formula - 1.38lb
,Chrome,FALSE,targetcom,407.2,11,98.16.154,13974005,Medela 6pk Membranes
,Safari,FALSE,targetcom,39.95,2,98.92.200,21402146,Bunch O Balloons - Standard Assorted Colors (Single Pack)
,Safari,FALSE,targetcom,31.97,2,73.188.238,11254837,Montana Mini Glass Jar with Lid (64oz)
,Chrome,FALSE,targetcom,53.48,2,23.235.21,50343159,Yarn Dye Stripe Ringspun Cotton Blanket - Threshold&amp;trade;
,IE,FALSE,targetcom,184.08,6,12.166.63,14953564,Neutrogena&amp;#174; Triple Age Repair&amp;trade; Moisturizer with Sunscreen Broad Spectrum SPF 25  -1.7 Oz
,Firefox,FALSE,targetcom,23.99,1,96.244.135,14215859,Threshold&amp;trade; Performance Pillowcase Set - Solids
,Chrome,FALSE,targetcom,119.96,1,70.213.9,16510536,Seville Mini Stackable Cabinet Organizer - bronze
,Chrome,FALSE,targetcom,48.79,4,50.80.150,13970482,Room Essentials&amp;trade; Pillow Plush - Standard/Queen
,Chrome,FALSE,targetcom,48.79,4,50.80.150,13973032,Room Essentials&amp;trade; Jersey Pillowcase Set
,Safari,FALSE,targetcom,83.87,3,75.118.249,50294398,Pom Pom Comforter Set - Pillowfort&amp;trade;
,Safari,FALSE,targetcom,60.68,7,104.48.188,13567837,OXO SoftWorks Pizza Wheel
,Chrome,FALSE,targetcom,25.97,2,98.177.202,14376198,Axe Messy Look Styling Gum - 3.2 oz
,Chrome,FALSE,targetcom,39.99,2,173.79.167,50474501,Benbat Baby Travel Booster Gray/White/Orange
,Chrome,FALSE,targetcom,49.98,1,162.225.200,50948906,Gramercy Lightblocking Window Panel
,Chrome,FALSE,targetcom,20.99,1,198.73.255,50321423,AllerEase Bed Bug Mattress Protector Kit Twin XL
,Chrome,FALSE,targetcom,26.58,3,173.49.130,15078543,CeraVe&amp;#174; Sunscreen Face Lotion with SPF 50 - 2 oz
,Firefox,FALSE,targetcom,11.59,1,76.241.53,16337109,AZO Cranberry Bladder/UTI Treatment Softgels - 100 Count
,Other,FALSE,targetcom,26.48,3,199.102.52,14714006,Promotional Gift Card $5
,Safari,FALSE,targetcom,59.94,11,24.45.250,14902606,Microfiber Duster - up &amp; up&amp;trade;
,Chrome,FALSE,targetcom,18.99,1,68.134.30,50538300,Yellow Floral Tablecloth - Threshold&amp;trade;
,Chrome,FALSE,targetcom,132.94,2,98.169.72,11056281,Similac&amp;#174; Expert Care NeoSure Infant Formula Powder - 13.1oz can
,Safari,FALSE,targetcom,745.44,4,73.210.120,15804485,Rumford Saddle 24&amp;quot; Counter Stool - Threshold&amp;trade;
,Chrome,FALSE,targetcom,870.09,18,50.143.184,14196300,Hope Embroidered Medallion Decorative Pillow - 20&amp;quot;x20&amp;quot;
,Chrome,FALSE,targetcom,136.95,2,98.192.192,44370816,Multi Floral Printed Comforter Set Multicolor - Xhilaration&amp;trade;
,Other,FALSE,targetcom,23.58,2,24.191.213,17055653,Nerf Modulus Stealth Ops Upgrade Kit
,Firefox,FALSE,targetcom,139.96,1,24.118.242,15116841,2-Drawer Stackable Organizer - Espresso - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,7.96,2,73.142.62,50080398,Polypro Eat Placemat - Blue - Room Essentials&amp;#153
,IE,FALSE,targetcom,67.92,3,162.201.38,11292275,Purina Tidy Cats Clumping Cat Litter Instant Action for Multiple Cats 20 lb. Jug
,Chrome,FALSE,targetcom,37.98,2,207.119.180,51152837,The Divergent Series: Allegiant [Blu-ray/DVD]
,Chrome,FALSE,targetcom,42.77,2,208.104.224,46788926,Milani Cream To Powder
,Safari,FALSE,targetcom,125.99,1,98.231.153,16312436,Burke Slipper Chair - Threshold&amp;trade;
,Safari,FALSE,targetcom,53.46,4,162.192.20,13955647,Munchkin High Capacity Bottle Drying Rack
,Chrome,FALSE,targetcom,34.99,1,68.197.235,15113351,2-Door Organizer Cabinet - Espresso - Room Essentials&amp;trade;
,Chrome,FALSE,targetcom,306.66,3,140.186.208,17213628,Retro Swimwear Doll Outfit - Our Generation&amp;trade;
,Firefox,FALSE,targetcom,31.48,2,99.108.112,50591119,Throw Grey (50X60)  - Sabrina Soto
,Chrome,FALSE,targetcom,99.96,1,202.179.31,14951512,Medallion Curtain Panel - Threshold&amp;trade;
,Other,FALSE,targetcom,39.04,4,200.88.48,14959073,Atkins Endulge Caramel Nut Chew Bar - 5 Count
,Safari,FALSE,targetcom,49.98,2,76.0.104,50361452,Maternity Inset Under the Belly Jean Shorts - Medium Wash - Liz Lange&amp;#174; for Target
,Chrome,FALSE,targetcom,65.35,4,199.96.182,50526434,Joseph Joseph&amp;#174; QuickSnap&amp;trade; Plus Quick Release Ice Cube Tray &amp;ndash; White/Green
,IE,FALSE,targetcom,49.36,4,50.29.145,14693514,Dawn&amp;#174; Hand Renewal with Olay&amp;#174; Pomegranate Splash&amp;trade; Dishwashing Liquid 28 Oz
,Safari,FALSE,targetcom,1079.96,4,76.17.204,17042574,Polywood&amp;#174; St Croix Patio Adirondack Chair - Exclusively At Target
,Chrome,FALSE,targetcom,44.86,3,73.97.235,16345932,Honest Company Fruit + Veggie Wash 8 oz
,Chrome,FALSE,targetcom,59.96,3,65.28.171,15806958,Bonjour 16-Ounce Glass and Stainless Steel Milk Frother
,Chrome,FALSE,targetcom,2000,10,76.174.138,15067896,You are Wonderful Gift Card
,Chrome,FALSE,targetcom,35.99,1,172.101.164,530729,Suncast Storage Seat - 22 Gallon
,Chrome,FALSE,targetcom,67.98,2,50.161.33,16977094,Cast Iron Dutch Oven - 6 qt - Threshold&amp;trade;
,Chrome,FALSE,targetcom,26.98,2,100.3.124,14714006,Promotional Gift Card $5
,Other,FALSE,targetcom,42.96,5,72.94.157,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,74.97,1,99.60.10,50253256,2-Cube Organizer Shelf 13&amp;quot; - Threshold&amp;trade;
,Chrome,FALSE,targetcom,288.99,1,97.123.36,16911082,Memory Foam 8&amp;quot; Mattress and Deluxe Platform Bed Frame Set - Sleep Revolution
,Safari,FALSE,targetcom,159.28,6,217.164.17,14871888,Threshold&amp;trade; 34&amp;quot;x20&amp;quot; Textured Paisley Bath Rug
,Safari,FALSE,targetcom,97.98,1,45.17.89,16721754,Evenflo Tribute LX Convertible Car Seat
,Firefox,FALSE,targetcom,50,1,99.149.177,13035122,Disney Gift Card - $50
,Chrome,FALSE,targetcom,127.95,6,173.27.109,16676383,Diapers Small Pack - up &amp; up&amp;trade;
,Other,FALSE,targetcom,170.98,1,73.184.236,14604269,Brookline Tufted 25&amp;quot; Counter Stool Hardwood - Threshold&amp;trade;
,Other,FALSE,targetcom,59.96,1,99.21.209,51034243,Get A Job (Blu-ray + Digital)
,Chrome,FALSE,targetcom,59.34,6,72.89.33,13521110,Room Essentials&amp;trade; Microfiber Sheet Set
,Other,FALSE,targetcom,55.13,2,208.101.130,10830408,Threshold&amp;trade; Microplush Blanket
,Chrome,FALSE,targetcom,134.38,7,50.5.148,14942426,Bath Towels - Nate Berkus&amp;trade;
,IE,FALSE,targetcom,221.97,1,97.127.42,50010757,Honeywell 40&amp;quot; Freestanding Water Cooler - Silver
,Chrome,FALSE,targetcom,93.94,2,67.244.28,26403147,Picnic Time Activo Cooler Tote
,Safari,FALSE,targetcom,57.39,1,108.0.108,16628534,Safavieh Geometric Rug
,Chrome,FALSE,targetcom,100,2,191.102.216,14979080,PlayStation $50USD Cash Code (email delivery)
,Chrome,FALSE,targetcom,11.75,2,68.224.128,50596119,Color Me Inspired Adult Coloring Book
,Safari,FALSE,targetcom,33.23,2,71.239.79,14138250,Performance Bath Mat Threshold&amp;trade;
,Chrome,FALSE,targetcom,60.35,7,71.0.171,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,15.89,1,174.104.102,13732127,Landon 24&amp;quot; Counter Stool Hardwood/Natural - Room Essentials&amp;trade;
,Other,FALSE,targetcom,39.99,1,75.47.98,14730824,Shark&amp;#174; Professional Steam Power Iron
,Chrome,FALSE,targetcom,48.16,5,173.59.97,12992469,Clorox Disinfecting Wipes Value Pack Scented 225 ct Total
,Safari,FALSE,targetcom,29.99,2,107.220.90,50978083,The Jungle Book (Blu-ray/DVD + Digital)
,Other,FALSE,targetcom,27.44,1,107.211.169,16362241,Intex 120&amp;quot; Swim Center Family Lounge Pool
,Safari,FALSE,targetcom,136.29,11,173.70.220,15295279,White Vinegar 128 oz - Market Pantry&amp;trade;
,Other,FALSE,targetcom,43.95,5,158.82.194,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,85.98,1,71.96.2,50437954,UP4 Senior Probiotic Capsules with 25 Billion CFU- 60 Count
,Chrome,FALSE,targetcom,38.48,3,50.25.89,14352871,Valboa Big Dottie Blanket Circo&amp;trade;
,Safari,FALSE,targetcom,133.95,5,24.8.146,15285924,Threshold&amp;trade; Belmont Serving Platter - Gray (Large)
,Other,FALSE,targetcom,104.99,2,108.94.150,14652290,HoMedics&amp;#174; Dual Shiatsu Massage Cushion
,Chrome,FALSE,targetcom,64.82,5,174.19.175,16529772,4 Pack Crown Chenille Chairpad
,Chrome,FALSE,targetcom,130.16,4,108.20.40,14815576,Pampers Swaddlers Diapers Economy Plus Pack (Select Size)
,Chrome,FALSE,targetcom,68.97,3,67.212.234,15651081,SheaMoisture Community Commerce Manuka Honey &amp; Mafura Oil Intensive Hydration Shampoo - 13 oz
,Chrome,FALSE,targetcom,134.96,2,98.119.247,14714009,Promotional Gift Card $25
,Chrome,FALSE,targetcom,135.98,2,71.220.43,24005905,Pampers Swaddlers Diapers One Month Supply Pack (Select Size)
,Chrome,FALSE,targetcom,90.24,1,124.253.255,16351921,L-Shaped Computer Desk Cherry - Altra
,Chrome,FALSE,targetcom,53.93,5,184.153.124,17474055,ACT Retoring Mouthwash Mint Burst - 33.8 fl oz
,Safari,FALSE,targetcom,19.68,2,96.232.95,13937466,Swiffer WetJet Hardwood Floor Spray Mop Pad Refill Original 17 Count
,Safari,FALSE,targetcom,1079.96,4,76.17.204,17042574,Polywood&amp;#174; St Croix Patio Adirondack Chair - Exclusively At Target
,Chrome,FALSE,targetcom,44.86,3,73.97.235,14714006,Promotional Gift Card $5
,Chrome,FALSE,targetcom,67.98,2,73.160.251,14714007,Promotional Gift Card $10
,Chrome,FALSE,targetcom,90.54,6,209.240.180,50246900,"Carson-Dellosa Publishing Scheduling Pocket Chart with 16 Cards, Guide, Hanging Grommets, 12 x 33"
,Chrome,FALSE,targetcom,32.27,4,24.16.62,14333075,Vanicream 16 floz Unscented Moisturizing Lotion
,Chrome,FALSE,targetcom,127.95,6,173.27.109,16574179,Diapers Giant Pack (Select Size) - up &amp; up&amp;trade;
,Firefox,FALSE,targetcom,22.98,2,73.160.14,11794004,Codependent No More (Anniversary) (Paperback)
,IE,FALSE,targetcom,29.97,2,75.67.114,17286425,Circo&amp;trade; Security Blanket - Kitty
,Firefox,FALSE,targetcom,449.45,4,75.166.10,14343369,Rolston 2-Piece Outdoor Ottoman Replacement Cushion Set
,Chrome,FALSE,targetcom,69.99,1,98.221.60,50860801,Windham One Door Accent Cabinet - Threshold&amp;trade;
,Other,FALSE,targetcom,18.99,1,24.140.26,14132483,Mayfair Round Cushioned Vinyl Soft Toilet Seat with Easy&amp;bull;Clean &amp; Change&amp;#174; Hinge
,Chrome,FALSE,targetcom,83.24,3,70.193.38,24006849,India Ink Nova Nova Two-Tone Metal Contemporary Soap Dish - Gun Metal/Chrome
,Firefox,FALSE,targetcom,39.99,1,73.130.0,12162812,Olde Thompson Square Rotating Spice Rack - 16 Jars
,Chrome,FALSE,targetcom,15.99,1,99.129.229,12026424,B. Wheeee-ls Soft Cars - Set of 4
,Other,FALSE,targetcom,27.99,1,208.87.237,50438442,Bungalow Flooring Aqua Shield Owls Floormat
,Safari,FALSE,targetcom,299.99,1,75.170.239,50353835,Brother International&amp;trade; PE525 Embroidery-Only Machine
,IE,FALSE,targetcom,128.96,2,67.244.5,14006553,Enfagrow Toddler Transitions Powder Formula Value Box - 28oz
,Safari,FALSE,targetcom,39.95,2,98.92.200,50304611,Summer Mesh Food Dome - White
,Chrome,FALSE,targetcom,45.48,3,50.158.142,50854273,Room Essentials&amp;trade; Fast Dry Bath Towels
,Safari,FALSE,targetcom,68.32,4,108.39.159,14942426,Bath Towels - Nate Berkus&amp;trade;
,Chrome,FALSE,targetcom,63.99,1,71.112.37,15222988,Tufted Round Storage Ottoman - Threshold&amp;trade;
,Chrome,FALSE,targetcom,9.99,1,71.251.49,16448115,Disney Frozen Dive Characters &amp;  Glitter Dive Wands
,Other,FALSE,targetcom,34.14,3,76.221.89,50854198,Textured Bath Towels - Threshold&amp;trade;
,Chrome,FALSE,targetcom,136.96,2,96.35.57,14714009,Promotional Gift Card $25
,Chrome,FALSE,targetcom,600,3,199.223.236,51121070,Thank You 100% Gift Card
,Chrome,FALSE,targetcom,49.99,1,174.67.208,50453587,Architect Tripod Table Lamp - Threshold&amp;trade;
,IE,FALSE,targetcom,314.77,18,67.1.103,14504243,
,Chrome,FALSE,targetcom,200.98,2,114.36.240,14278626,LEGO&amp;#174; DUPLO&amp;#174; Number Train 10558
,Safari,FALSE,targetcom,128.46,4,67.161.7,50048123,Enfamil Non-GMO Infant Baby Formula - 20.5oz
,Safari,FALSE,targetcom,104.61,6,108.16.219,12901978,Weiman Leather Wipes 30 Count
,Safari,FALSE,targetcom,102.46,9,104.183.24,17079158,Cascade&amp;#174; Complete&amp;trade; ActionPacs&amp;trade; With The Power Of Clorox&amp;#174; Dishwasher Detergent Fresh Scent 42 Ct
,Other,FALSE,targetcom,137.99,2,198.178.12,50280496,Beats&amp;#174; Powerbeats2 Wireless In-Ear Headphones Red
,Chrome,FALSE,targetcom,29.99,1,159.118.177,15440347,Miracle Blanket Solid Print with Trim Baby Swaddle
,Safari,FALSE,targetcom,164.95,5,24.90.137,50183726,Threshold&amp;trade; Metallic Geo Sweater Knit Throw
,Safari,FALSE,targetcom,722.95,4,68.101.100,14601931,XL Corduroy Bean Bag Chair - Pillowfort&amp;trade;
,Firefox,FALSE,targetcom,158.35,10,68.47.23,14436972,Waterproof Mattress Pad - Room Essentials&amp;trade;
,Firefox,FALSE,targetcom,209.92,5,98.112.47,50093478,Aloha Standard Pillowcase - White - Pillowfort&amp;trade;
,Chrome,FALSE,targetcom,15,1,65.33.248,51159235,Xbox Digital Gift Card $15 (Email Delivery)
,Chrome,FALSE,targetcom,132.96,3,206.251.89,14714009,Promotional Gift Card $25
